ab_name,abbreviation_name,availability,mature_month,institute,origin,priority,visibility,date_added
BD57-043,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0430,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0431,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0432,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0434,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0435,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0437,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0438,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0439,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0440,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0441,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0442,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0443,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0444,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0445,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0447,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0448,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0449,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-045,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0450,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0451,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0452,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0453,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0454,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0455,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0456,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0457,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0458,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0459,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-046,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0460,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0461,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0463,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0464,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0465,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0466,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0467,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0468,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-047,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0470,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0471,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0472,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0473,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0474,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0475,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0477,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0478,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0479,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0480,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0481,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0482,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0483,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0484,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0485,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0486,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0488,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0489,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-049,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0490,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0491,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0494,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0495,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0496,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0497,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0498,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0499,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0500,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0501,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0502,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0503,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0504,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0505,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0506,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0507,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0508,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0509,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-051,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0510,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0511,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0512,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0513,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0514,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0515,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0516,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0517,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0518,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0519,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-052,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0520,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0521,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0522,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0523,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0524,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0525,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0526,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0527,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0528,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0529,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-053,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0530,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0532,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0533,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0538,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0539,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-054,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0540,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0541,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0542,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0543,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0547,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0548,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0549,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0551,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0552,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0553,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0554,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0555,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0556,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0557,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0558,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-056,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0562,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0563,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0564,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0565,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0567,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-057,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0572,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0573,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0575,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0576,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0577,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0578,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-058,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0580,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0581,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0583,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0585,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0586,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0587,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-059,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0590,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0591,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0593,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0594,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0597,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-060,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0606,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0608,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0609,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-061,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0610,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0611,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0613,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0618,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-062,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0623,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0624,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0628,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0629,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-063,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-064,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0640,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0645,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0646,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0647,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-065,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0658,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-066,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0660,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0664,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0668,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0669,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-067,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0679,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-068,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0684,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0685,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0687,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0689,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-069,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0690,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0691,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0693,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0695,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-070,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0700,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0702,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0704,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0706,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-071,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0711,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-072,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0721,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0723,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0724,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0728,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-073,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-074,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0741,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0742,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0743,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0744,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0745,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0746,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0747,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0748,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0749,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-075,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0750,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0751,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0754,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0758,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-076,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0762,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0763,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0766,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-077,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0772,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0777,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-078,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0784,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0785,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0787,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-079,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0791,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0792,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0793,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0796,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0799,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-080,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0800,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0801,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0802,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0803,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0805,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0807,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0808,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0812,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0815,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-082,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0820,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0822,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0829,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-083,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0830,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0832,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0839,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0841,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0842,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-085,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0850,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0852,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0858,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0860,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0861,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-087,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0874,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0875,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0876,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0877,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0878,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-088,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0881,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-089,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-090,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-091,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-092,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-093,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-096,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0967,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0968,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0969,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-097,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0970,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0972,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0974,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0976,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0977,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0978,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0979,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-098,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0980,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0985,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0986,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0987,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0988,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-099,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-0990,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0991,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0992,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0993,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0994,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0995,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0998,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-0999,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-100,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD57-1001,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1002,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1003,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1004,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1005,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1006,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1007,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1009,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1010,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1012,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1017,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1020,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1021,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1023,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1024,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1026,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1028,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1031,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1032,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1033,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1035,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1037,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1038,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1039,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1040,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1041,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1042,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1043,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1044,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1045,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1046,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1047,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1048,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1049,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1051,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD57-1052,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
